id,prompt,desired_output,filtered_output
164,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I really wish I could take you up on that offer but I could really use some of that water as well. Perhaps, I can get one water while I'll give you some extra food.'. [/INST] ",self-need ,"['Empathy', 'Self-Need']"
165,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'okay so how about i take 2 waters 1 firewood and 2 food?'. [/INST] ",non-strategic ,['Non-strategic']
166,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Are you sure that's enough firewood for you and the baby? I know that babies can easily get very sick from dropping temperatures.'. [/INST] ",showing-empathy ,['Empathy']
167,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: ' would you mind then if i take 2 waters 2 firewood and 1 food? does that work for you?'. [/INST] ",non-strategic ,['Non-strategic']
168,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That sounds like a deal to me. Please be careful with your baby on your trip.🙂'. [/INST] ",showing-empathy ,['Non-strategic']
169,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hello!'. [/INST] ",non-strategic ,"['Small-Talk', 'Non-strategic']"
170,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hello, how are you doing today?'. [/INST] ",small-talk ,['Small-Talk']
171,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'i am doing great! how about you?'. [/INST] ",small-talk ,"['Small-Talk', 'Elicit-Pref', 'Non-strategic']"
172,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I'm doing pretty well, just preparing for this camping trip.'. [/INST] ",small-talk ,['Small-Talk']
173,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'ME as well! we are a group of big eaters, and are looking to take lots of food.'. [/INST] ","small-talk,self-need,other-need ","['Small-Talk', 'Coordination', 'Self-Need', 'Other-Need']"
174,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That is fair as there is no showers or sinks at my campsite so I am looking to take water :) '. [/INST] ","showing-empathy,self-need ",['Non-strategic']
175,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'We will likely also need to take water too. Need to be able to wash up.'. [/INST] ","self-need,other-need ",['Non-strategic']
176,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That is fair, I also will need a good bit of firewood to keep warm as the campsite is in a colder area.'. [/INST] ","showing-empathy,self-need ",['Non-strategic']
177,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'We dont care much for campfires. Leaves your cloths smelling for days!'. [/INST] ",no-need ,"['Small-Talk', 'No-Need', 'Self-Need', 'Other-Need', 'Non-strategic']"
178,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Alright so I think we can make a fair deal here where we both will be happy 🙂'. [/INST] ","vouch-fair,promote-coordination ",['Non-strategic']
179,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hello! What camping supplies are you looking for the most?'. [/INST] ",elicit-pref ,['Elicit-Pref']
